image_path,rx,ry,rz,tx,ty,tz
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4852.png,-89,6,4,-16,-6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26191.png,-96,7,1,12,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7097.png,-98,6,-4,18,2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3123.png,-96,-7,-3,-12,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30537.png,-90,2,2,-10,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9506.png,-96,-1,-4,-18,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29117.png,-83,3,-3,14,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23877.png,-93,-6,3,-6,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20509.png,-91,-2,2,-18,2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6451.png,-87,-4,-2,8,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25315.png,-88,4,2,0,4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17112.png,-83,-2,4,-18,0,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17952.png,-92,-2,2,16,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15412.png,-89,8,-2,18,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24235.png,-95,-7,-1,-8,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3988.png,-90,-7,1,-8,-8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30584.png,-84,-3,-2,14,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16822.png,-86,-8,-4,2,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26321.png,-85,4,-3,-14,8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21226.png,-86,6,1,-8,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9530.png,-88,-1,2,16,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25759.png,-88,-5,-4,-10,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23105.png,-93,-3,3,-12,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31091.png,-86,-4,0,-20,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_862.png,-82,7,-4,16,-8,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8954.png,-83,4,-3,-18,2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23470.png,-95,7,0,14,2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22946.png,-98,6,-4,10,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1717.png,-97,1,-4,-14,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13019.png,-90,6,-2,16,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33301.png,-87,-1,3,-20,-8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1333.png,-88,5,-3,16,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1835.png,-86,5,4,-4,8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16308.png,-95,0,2,-12,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31358.png,-87,6,4,8,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31562.png,-96,2,0,10,-6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10730.png,-88,8,3,8,0,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28815.png,-91,-5,3,12,2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10168.png,-95,-3,2,10,0,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11169.png,-92,-7,2,16,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16324.png,-83,1,1,10,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29904.png,-89,1,3,10,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19804.png,-98,2,-2,14,-2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8748.png,-94,4,1,-12,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24165.png,-82,-6,-3,-12,6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16895.png,-95,-3,-2,-16,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30411.png,-87,7,-3,-8,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29704.png,-93,0,-1,4,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19263.png,-95,4,0,-18,8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26339.png,-93,0,1,-12,-4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29054.png,-92,4,1,-20,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10526.png,-89,-3,-4,-14,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18961.png,-86,0,2,-10,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19116.png,-94,-8,0,10,8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27046.png,-95,8,-3,0,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3080.png,-92,-5,-3,-2,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4414.png,-84,-6,0,-16,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10175.png,-94,4,-1,0,6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4866.png,-83,7,4,-14,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11886.png,-97,-6,4,-20,-4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16806.png,-88,-7,0,12,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33986.png,-87,-6,4,18,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16321.png,-97,4,4,4,-2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15245.png,-95,-4,2,-4,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13631.png,-85,2,-3,-14,-8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31622.png,-89,-3,-3,-10,8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2796.png,-97,-6,1,-18,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23228.png,-97,-1,-1,-4,2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25011.png,-94,8,2,8,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3275.png,-93,8,-3,14,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30133.png,-96,0,-1,-4,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8833.png,-88,4,4,14,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17642.png,-91,-3,-2,14,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29754.png,-85,-8,4,-4,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10671.png,-83,0,-3,12,-8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16610.png,-92,6,-4,-6,-6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15219.png,-96,4,0,-16,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5640.png,-92,-8,-3,14,-6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29189.png,-88,6,2,12,8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21370.png,-85,-6,-4,4,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8148.png,-87,-8,-3,0,-6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22817.png,-84,7,0,-14,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9653.png,-96,-7,-2,-12,6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10583.png,-90,-3,-1,-8,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2652.png,-96,-1,-4,0,-2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15429.png,-86,6,-4,-10,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5683.png,-95,8,2,14,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16271.png,-98,1,-2,18,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34387.png,-96,-1,-2,16,4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9903.png,-97,8,1,-16,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29702.png,-88,5,1,-14,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30414.png,-89,-4,3,14,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15575.png,-90,6,-3,2,6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21945.png,-87,4,3,-6,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24877.png,-85,-4,2,14,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15749.png,-86,1,3,-20,-8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7516.png,-98,-6,-2,-12,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1064.png,-91,8,2,6,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2540.png,-95,-3,3,10,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31754.png,-84,1,-1,-8,4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7371.png,-87,-2,2,10,-8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2258.png,-84,2,-4,6,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9126.png,-92,-8,2,-8,0,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2767.png,-82,2,3,12,6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26565.png,-87,0,2,-18,-2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6702.png,-97,-4,-2,8,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24108.png,-88,-1,-4,6,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4238.png,-88,5,2,12,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23540.png,-94,4,1,0,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30446.png,-88,-1,0,18,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11745.png,-93,3,0,2,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10328.png,-84,-4,0,10,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1367.png,-92,0,-3,-8,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31536.png,-83,4,-2,6,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20837.png,-90,7,1,6,-8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15114.png,-82,4,4,-4,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30167.png,-86,-7,1,12,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25858.png,-87,5,-1,-8,0,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27874.png,-86,0,2,-20,-8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17819.png,-90,-8,0,-18,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10841.png,-93,-5,0,14,0,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5706.png,-88,-8,1,-10,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12484.png,-84,-7,-1,-16,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28836.png,-90,-7,0,-16,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28817.png,-84,2,4,14,0,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27588.png,-87,-1,0,14,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16143.png,-94,-1,3,-4,4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4024.png,-82,3,-4,-4,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3572.png,-91,-2,-2,8,8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23488.png,-82,4,3,0,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9320.png,-89,4,-4,4,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11418.png,-86,5,-1,-14,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31278.png,-91,-4,0,-16,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19841.png,-96,2,3,14,4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2098.png,-89,-8,3,12,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4152.png,-92,6,2,18,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15079.png,-87,4,3,-10,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4338.png,-96,8,-3,12,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29423.png,-85,-4,2,-10,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4681.png,-98,1,1,18,-2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_416.png,-94,-6,-2,-10,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10087.png,-85,5,3,4,-8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10178.png,-92,6,-1,-8,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1167.png,-82,7,0,-6,-4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28396.png,-83,1,-3,-6,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10094.png,-98,7,-3,-2,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5986.png,-83,1,2,14,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29092.png,-84,-2,2,-4,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15366.png,-92,-5,0,16,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4032.png,-89,-7,-4,4,8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8455.png,-89,-6,-3,-14,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8043.png,-92,8,0,16,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3799.png,-97,5,-2,6,-6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11301.png,-93,-5,-3,6,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15209.png,-96,1,3,4,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22087.png,-87,0,4,-16,-2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31398.png,-92,-3,-2,6,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16498.png,-96,-1,2,-12,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18183.png,-91,4,3,-8,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12612.png,-88,-2,2,4,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3104.png,-93,-1,2,12,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15744.png,-83,7,3,14,-4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34152.png,-85,-8,0,-20,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29783.png,-85,0,-3,-4,6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3371.png,-90,-1,3,14,-4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4388.png,-95,7,4,16,-2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31921.png,-91,-2,0,6,0,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2932.png,-94,3,4,-16,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20384.png,-96,-8,4,12,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10432.png,-91,1,0,-6,2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18550.png,-88,-7,4,-12,0,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5837.png,-85,-3,-1,-16,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26920.png,-88,0,-4,12,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20304.png,-82,-7,0,14,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32745.png,-98,-6,1,-6,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21853.png,-84,3,-1,-10,4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27904.png,-89,-1,-2,18,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6900.png,-89,0,4,-20,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13260.png,-92,6,-2,-14,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11112.png,-89,-6,-1,-6,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23111.png,-98,-5,2,-6,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22218.png,-95,7,-3,-6,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32448.png,-83,-2,-1,6,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30088.png,-91,7,-2,-18,0,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22239.png,-94,-1,3,10,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26508.png,-94,-5,4,12,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13228.png,-95,-2,-2,8,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10848.png,-84,5,-4,-10,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18896.png,-93,1,2,10,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22533.png,-83,-8,3,18,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26150.png,-85,-1,-1,-20,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11171.png,-89,0,-4,12,6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9958.png,-88,-2,-2,16,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30746.png,-94,7,-4,2,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23207.png,-91,6,3,2,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22500.png,-94,2,1,16,-8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27373.png,-86,-8,-4,-2,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9698.png,-88,8,-3,18,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33214.png,-83,4,4,-6,-8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22679.png,-97,-2,2,-18,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8869.png,-84,5,-3,2,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26447.png,-89,6,2,8,0,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12947.png,-94,-4,0,-2,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16515.png,-88,4,-2,-6,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28312.png,-90,0,2,0,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3427.png,-92,4,0,-20,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30153.png,-90,-8,-1,-16,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15392.png,-84,-3,0,-14,-4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18140.png,-83,8,4,6,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28488.png,-93,-6,3,-20,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31446.png,-95,-5,-2,-12,6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14316.png,-96,-8,0,8,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3010.png,-97,4,2,18,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15335.png,-83,-2,3,16,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9175.png,-94,-1,-2,0,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31058.png,-97,0,0,-4,-6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20810.png,-87,6,4,18,6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_641.png,-85,2,2,14,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27670.png,-84,8,-2,10,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17069.png,-84,-8,4,12,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22275.png,-84,8,0,2,-6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11128.png,-83,3,-3,-14,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15781.png,-95,6,4,8,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29803.png,-85,-7,1,14,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26232.png,-88,-8,-3,18,-4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20531.png,-94,-1,-4,10,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4607.png,-92,5,-1,-18,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5558.png,-88,8,-4,16,-8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34092.png,-91,6,3,-10,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7654.png,-96,-8,0,-6,4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16419.png,-96,0,-1,-16,-8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26097.png,-95,0,-4,6,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26835.png,-86,-3,0,18,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20123.png,-90,-6,-1,16,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19684.png,-88,-6,2,-4,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26669.png,-89,4,-1,-6,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17914.png,-84,3,1,2,2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14351.png,-97,-5,3,18,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_656.png,-86,8,-2,-20,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32865.png,-82,5,-4,-18,-2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6751.png,-84,-3,4,12,2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3710.png,-97,-8,2,-2,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5128.png,-98,-4,1,2,0,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9503.png,-97,8,4,-20,4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17523.png,-88,-1,0,-6,6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7362.png,-85,0,-4,-2,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4716.png,-85,-2,-1,-20,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27657.png,-84,3,-3,-2,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20628.png,-87,7,1,-10,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12049.png,-83,-8,-4,-14,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24569.png,-97,-1,-2,14,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24993.png,-97,-3,0,-10,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20687.png,-82,7,-1,10,0,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7780.png,-96,-6,-2,12,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7742.png,-87,5,2,-4,8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26371.png,-96,-5,0,-10,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6143.png,-82,-8,-1,-16,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20646.png,-83,-6,0,-20,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25045.png,-89,-3,-2,6,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27546.png,-85,1,4,4,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22207.png,-83,2,2,6,-8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9177.png,-91,5,3,-4,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27032.png,-86,0,2,-18,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13021.png,-91,-4,1,-20,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15482.png,-90,4,4,-18,4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9575.png,-97,1,-4,0,2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31381.png,-88,6,-3,-12,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24014.png,-89,2,0,18,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24471.png,-87,-1,0,-4,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32240.png,-90,-8,-1,16,8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28027.png,-92,-1,0,6,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28618.png,-98,-8,1,4,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19840.png,-85,6,-4,12,-2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23821.png,-85,-7,-2,-4,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1656.png,-90,-1,1,8,6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25866.png,-87,8,4,-20,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28783.png,-95,-3,3,-4,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21957.png,-91,0,3,12,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_354.png,-89,6,-4,2,-2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19600.png,-84,-5,3,4,6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25398.png,-85,5,2,16,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33822.png,-88,4,3,-8,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34982.png,-89,0,-4,6,0,8
